"Coupon Id","Name","Invoice Name","Discount Type","Discount Percentage","Discount Amount","Discount Quantity","Duration Type","Duration Month","Period","Period Unit","Max Redemptions","Valid From","Valid Till","Redemptions","Status","Archived At","Created At","Currency","Apply On","Plan Constraint","Addon Constraint"
"BIGBANGDIGITAL","BigBang Digital","","Percentage","50.0","","","Limited Period","6","","","","","","2","Active","","30-Oct-2017 10:01","","Invoice amount","Not Applicable","Not Applicable"
"BIGHACKS_CURRENCY_CONVERSION","Bighacks_currency_conversion","","Fixed Amount","","96.00","","One Time","","","","1","","29-Jan-2025 00:00","1","Expired","","28-Jan-2025 12:41","USD","Invoice amount","Not Applicable","Not Applicable"
"BIGHACKSTRAFFIC","Bighacks_traffic","","Fixed Amount","","275.00","","Limited Period","1","1","Month","1","","25-May-2025 00:00","1","Expired","","14-May-2025 14:52","USD","Invoice amount","Not Applicable","Not Applicable"
"BIZSPACE_EUR303","BizSpace_EUR303","","Fixed Amount","","303.00","","One Time","","","","1","","31-Jan-2025 00:00","1","Expired","","28-Jan-2025 18:27","EUR","Invoice amount","Not Applicable","Not Applicable"
"BLEXR_EUR299","Blexr_EUR299","","Fixed Amount","","299.00","","One Time","","","","","","31-Jan-2025 00:00","1","Expired","","29-Jan-2025 16:37","EUR","Invoice amount","Not Applicable","Not Applicable"
"BLEXR_EUR598","Blexr_EUR598","","Fixed Amount","","598.00","","One Time","","","","1","","10-Mar-2025 00:00","1","Expired","","06-Mar-2025 15:37","EUR","Invoice amount","Not Applicable","Not Applicable"
"BOOHOO_2106.13","Boohoo_2106.13","","Fixed Amount","","2106.13","","Forever","","","","1","","","1","Expired","","08-Dec-2025 16:37","GBP","Invoice amount","Not Applicable","Not Applicable"
"BP6m","BP6m","","Percentage","10.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:31","","Invoice amount","Not Applicable","Not Applicable"
"buyagift_12m_72.29","BuyAGift_12M_72.29","","Fixed Amount","","72.29","","Limited Period","12","12","Month","1","","20-Jul-2025 00:00","1","Expired","","18-Jul-2025 14:18","EUR","Invoice amount","Not Applicable","Not Applicable"
"BVTRACKINGUPDATE","BVtrackingupdate","","Fixed Amount","","1897.00","","One Time","","","","1","","29-Feb-2024 00:00","1","Expired","","20-Feb-2024 12:41","EUR","Invoice amount","Not Applicable","Not Applicable"
"CARLRASPREPAID","CarlRasPrepaid","","Fixed Amount","","56.00","","Limited Period","2","2","Month","1","","09-Sep-2021 12:40","1","Active","","08-Jul-2021 12:40","EUR","Invoice amount","Not Applicable","Not Applicable"
"CHRISLAAS1MONTH","Chris Laas 1 month","","Percentage","100.0","","","One Time","","","","1","","10-Sep-2025 00:00","1","Expired","","09-Sep-2025 11:50","","Invoice amount","Not Applicable","Not Applicable"
"CHRISLAASCOMPENSATION","ChrisLaasCompensation","","Fixed Amount","","198.00","","Limited Period","4","4","Month","1","","","0","Active","","17-May-2022 18:58","EUR","Invoice amount","Not Applicable","Not Applicable"
"claudiu_content_writer_free","Fee Content Writer","","Percentage","100.0","","","Forever","","","","","","","0","Active","","22-Oct-2024 08:13","","Each specified item","Specific","Specific"
"claudiu_content_writer_free_amount","Fee Content Writer Amount","","Fixed Amount","","2.50","","Forever","","","","","","","0","Active","","22-Oct-2024 13:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"claudiu_content_writer_free_amount_ron","Fee Content Writer Amount RON","","Fixed Amount","","1250.00","","Forever","","","","","","","1","Active","","22-Oct-2024 13:05","RON","Invoice amount","Not Applicable","Not Applicable"
"CLIMB_134EUR","Climb_134eur","","Fixed Amount","","134.00","","One Time","","","","1","","","1","Expired","","12-Oct-2023 17:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"COMMONGROUND","CommonGround","","Percentage","30.0","","","Limited Period","6","","","1","","","1","Active","","13-Sep-2019 14:40","","Invoice amount","Not Applicable","Not Applicable"
"CONNECTIONMODEL2M","Connection Model 2m","","Fixed Amount","","270.00","","Limited Period","2","2","Month","1","","","1","Expired","","16-Sep-2021 11:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"CONNECTIVE3ISSUES","Connective3Issues","","Fixed Amount","","50.00","","One Time","","","","","","","2","Active","","28-Jan-2021 16:35","EUR","Invoice amount","Not Applicable","Not Applicable"
"CONVERTED2M","converted2m","","Fixed Amount","","60.00","","Limited Period","2","2","Month","1","","","1","Expired","","20-Oct-2021 14:48","EUR","Invoice amount","Not Applicable","Not Applicable"
"CONVERTIMO2MO","Convertimo2mo","","Fixed Amount","","291.00","","Limited Period","2","2","Month","1","","24-Jul-2021 08:56","1","Active","","23-Jul-2021 08:58","RON","Invoice amount","Not Applicable","Not Applicable"
"copy_of_50-OFF","50-FOREVER Boosmart","","Fixed Amount","","50.00","","Forever","","","","1","","09-Oct-2023 00:00","0","Expired","","04-Oct-2023 07:32","EUR","Invoice amount","Not Applicable","Not Applicable"
"copy_of_BLEXR_EUR479","Blexr_EUR479","","Fixed Amount","","479.00","","One Time","","","","","","12-Feb-2025 00:00","1","Expired","","10-Feb-2025 08:17","EUR","Invoice amount","Not Applicable","Not Applicable"
"copy_of_KEVIN_INDIG","Kevin Indig - free 2 months","","Percentage","100.0","","","Limited Period","2","2","Month","1","","22-Feb-2024 00:00","1","Expired","","21-Feb-2024 09:10","","Invoice amount","Not Applicable","Not Applicable"
"copy_of_NEW50%DISCOUNTUPSWING","Copy Of new 50% Discount Upswing","","Percentage","50.0","","","Forever","","","","1","","10-Nov-2021 16:14","1","Expired","","09-Nov-2021 16:28","","Invoice amount","Not Applicable","Not Applicable"
"copy_of_REVMASTERS_EUR_35","Copy Of Revmasters_EUR35","","Fixed Amount","","35.00","","One Time","","","","1","","","1","Expired","","27-Mar-2023 13:24","EUR","Invoice amount","Not Applicable","Not Applicable"
"COUPONBILLINGISSUE-15081","Coupon billing issue - 15081","","Fixed Amount","","20.00","","One Time","","","","1","","28-Jun-2022 12:49","0","Expired","","24-Jun-2022 12:49","EUR","Invoice amount","Not Applicable","Not Applicable"
"COUPONBILLINGISSUE-23770","Coupon billing issue - 23770","","Fixed Amount","","13.00","","One Time","","","","1","","28-Jun-2022 16:01","0","Expired","","24-Jun-2022 16:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"COUPONBILLINGISSUE-4950","Coupon billing issue - 4950","","Fixed Amount","","60.00","","One Time","","","","1","","28-Jun-2022 12:45","0","Expired","","24-Jun-2022 12:46","EUR","Invoice amount","Not Applicable","Not Applicable"
"CRAFTED_AIS_57","Crafted_AIS_57","","Fixed Amount","","57.00","","One Time","","","","1","","","1","Expired","","30-Jan-2026 16:14","EUR","Each specified item","None","Specific"
"CRAFTED76","Crafted76","","Fixed Amount","","76.00","","One Time","","","","1","","","1","Expired","","13-Jan-2026 10:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_ANDREW_DUNN","Creator_Andrew_Dunn","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","31-May-2023 16:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_BEN_GOODEY","Creator_Ben_Goodey","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","09-Oct-2023 18:04","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_CHARLIE_CLARK","Creator_Charlie_Clark","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","16-May-2023 14:26","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_ELI_SCHWARTZ","Creator_Eli_Schwartz","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","20-Apr-2023 11:42","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_ITAMAR_BLAUER","Creator_Itamar_Blauer","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","22-May-2023 12:36","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_JAMES_TAYLOR","Creator_James_Taylor","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","22-Aug-2023 11:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_JEREMY_MOSER","Creator_Jeremy_Moser","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","12-May-2023 13:04","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_JESS_JOYCE","Creator_Jess_Joyce","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","09-Oct-2023 19:58","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_JESSICA_REDMAN","Creator_Jessica_Redman","","Fixed Amount","","248.00","","Limited Period","9","9","Month","1","","","1","Expired","","08-Jun-2023 12:15","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_JESSICA.R_CW","Creator_Jessica.R_CW","","Fixed Amount","","300.00","","Limited Period","3","3","Month","1","","","1","Expired","","24-Oct-2024 14:40","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_KEVIN_INDIG","Creator_Kevin_Indig","","Fixed Amount","","248.00","","Limited Period","9","9","Month","1","","","1","Expired","","21-Apr-2023 13:00","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_KEVIN_VANBEEK","Creator_Kevin_Vanbeek","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","21-Mar-2024 09:19","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_LIDIA_INFANTE","Creator_Lidia_Infante","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","24-Oct-2023 07:04","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_LOUIS_SMITH","Creator_Louis_Smith","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","10-May-2023 14:57","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_NICK_LEROY","Creator_Nick_LeRoy","","Fixed Amount","","248.00","","Limited Period","9","9","Month","1","","","1","Expired","","23-May-2023 09:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREATOR_TONI_NAVARRO","Creator_Toni_Navarro","","Fixed Amount","","248.00","","Limited Period","12","12","Month","1","","","1","Expired","","31-Aug-2023 11:33","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREDIT_TRANSFER_P&amp;G_670GBP","credit_transfer_p&amp;G_670GBP","","Fixed Amount","","766.36","","One Time","","","","1","","","1","Expired","","22-Sep-2022 06:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"CREDITEUROPEAdvanceBudget","CreditEuropeAdvanceBudget","","Percentage","100.0","","","Limited Period","2","2","Month","1","","","1","Expired","","10-Nov-2021 10:47","","Invoice amount","Not Applicable","Not Applicable"
"CREDITEUROPECOMPENSATION","CreditEuropeCompensation","","Percentage","100.0","","","One Time","","","","1","","","1","Expired","","05-Nov-2021 09:37","","Invoice amount","Not Applicable","Not Applicable"
"CW-Thought-Leader","CW Thought Leader","","Fixed Amount","","200.00","","Limited Period","3","3","Month","1","","01-Jan-2025 00:00","1","Expired","","24-Oct-2024 14:38","EUR","Invoice amount","Not Applicable","Not Applicable"
"CWCHARGE79553","CWcharge79553","","Fixed Amount","","147.00","","One Time","","","","1","","16-Nov-2024 00:00","1","Expired","","15-Nov-2024 14:35","EUR","Invoice amount","Not Applicable","Not Applicable"
"CWINFLUENCER","CWINFLUENCER","","Fixed Amount","","240.00","","Limited Period","3","3","Month","","","31-Dec-2024 00:00","2","Expired","","11-Sep-2024 12:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"CWUID78816","CW UID 78816","","Fixed Amount","","240.00","","Limited Period","3","3","Month","1","","12-Sep-2024 00:00","1","Expired","","11-Sep-2024 08:56","EUR","Invoice amount","Not Applicable","Not Applicable"
"CWUID78818","CW UID 78818","","Fixed Amount","","240.00","","Limited Period","3","3","Month","1","","12-Sep-2024 00:00","1","Expired","","11-Sep-2024 08:59","EUR","Invoice amount","Not Applicable","Not Applicable"
"DIFRNT3MONTHSOFF(100%)","difrnt 3 months off (100%)","","Percentage","100.0","","","Limited Period","3","3","Month","1","","26-Nov-2025 00:00","1","Expired","","25-Nov-2025 12:37","","Invoice amount","Not Applicable","Not Applicable"
"DIGITALTRAILS71GBP","Digital trails 71GBP","","Fixed Amount","","71.00","","One Time","","","","1","","08-Apr-2022 09:27","1","Expired","","07-Apr-2022 09:26","GBP","Invoice amount","Not Applicable","Not Applicable"
"DIGITOUCHPREPAID","Digitouchprepaid","","Fixed Amount","","754.00","","One Time","","","","1","","30-Apr-2021 08:27","1","Active","","30-Mar-2021 08:29","EUR","Invoice amount","Not Applicable","Not Applicable"
"DILMARAMES-LOCKEDIN","dilmarames-lockedin","","Fixed Amount","","200.00","","Limited Period","2","","","1","","","1","Active","","26-Apr-2021 17:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"DISTINCTLY_EXTRA_DISCOUNT","Distinctly_extra_discount","","Fixed Amount","","70.00","","Limited Period","12","12","Month","1","","07-Feb-2025 00:00","1","Expired","","04-Feb-2025 14:21","EUR","Invoice amount","Not Applicable","Not Applicable"
"dojo1time_40.80","Dojo1time_40.80","","Fixed Amount","","40.80","","One Time","","","","","","31-Dec-2024 00:00","1","Expired","","01-Oct-2024 10:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"doublesmart_10m_60.55","DoubleSmart_10M_60.55","","Fixed Amount","","60.55","","Limited Period","10","10","Month","","","31-Dec-2024 00:00","0","Expired","","09-Oct-2024 14:43","EUR","Invoice amount","Not Applicable","Not Applicable"
"doublesmart_10m_72.55","DoubleSmart_10M_72.55","","Fixed Amount","","72.55","","Limited Period","10","10","Month","","","31-Dec-2024 00:00","1","Expired","","28-Oct-2024 11:47","EUR","Invoice amount","Not Applicable","Not Applicable"
"doublesmart_172.99","DoubleSmart_172.99","","Fixed Amount","","172.99","","Limited Period","10","10","Month","1","","21-Aug-2025 00:00","1","Expired","","19-Aug-2025 20:14","EUR","Invoice amount","Not Applicable","Not Applicable"
"DOUBLESMART100%","DoubleSmart100%","","Percentage","100.0","","","Limited Period","2","2","Month","1","","30-Sep-2024 00:00","1","Expired","","01-Aug-2024 09:03","","Invoice amount","Not Applicable","Not Applicable"
"DOUBLESMART10M_60.25","DoubleSmart10M_60.25","","Fixed Amount","","60.25","","Limited Period","10","10","Month","","","14-Oct-2024 00:00","1","Expired","","09-Oct-2024 14:46","EUR","Invoice amount","Not Applicable","Not Applicable"
"DOUBLESMART25.93%","DoubleSmart25.93%","","Percentage","25.93","","","Limited Period","10","10","Month","1","","30-Sep-2024 00:00","1","Expired","","17-Sep-2024 11:41","","Invoice amount","Not Applicable","Not Applicable"
"dpiQCc","DentFix","DentFix","Percentage","30.0","","","Forever","","","","","","31-May-2017 23:59","0","Active","","19-Jan-2017 17:31","","Invoice amount","Not Applicable","Not Applicable"
"DRINTERVIEW100E","DRInterview100e","","Fixed Amount","","497.00","","One Time","","","","1","","11-Mar-2024 00:00","1","Expired","","08-Mar-2024 13:15","RON","Invoice amount","Not Applicable","Not Applicable"
"EASYJET_AIS_CYBER_MODAY_50%","EasyJet_AIS_Cyber_Moday_50%","","Percentage","50.0","","","Limited Period","3","3","Month","1","","","1","Expired","","16-Dec-2025 14:25","","Each specified item","None","Specific"
"EMBERTONCOUPON","EmbertonCoupon","","Fixed Amount","","118.00","","One Time","","","","1","","01-Oct-2021 08:53","1","Expired","","30-Sep-2021 08:53","GBP","Invoice amount","Not Applicable","Not Applicable"
"Emlakjet_10%","Emlakjet_10%","","Fixed Amount","","34.00","","Limited Period","12","12","Month","1","","31-Jan-2025 00:00","1","Expired","","13-Jan-2025 14:59","EUR","Invoice amount","Not Applicable","Not Applicable"
"Emlakjet10%","Emlakjet10%","","Fixed Amount","","34.00","","Limited Period","12","12","Month","1","","31-Jan-2025 00:00","1","Expired","","02-Dec-2024 15:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"EMPERIKAL1MO","Emperikal1Mo","","Fixed Amount","","405.00","","One Time","","","","1","","","1","Active","","03-Feb-2021 13:54","EUR","Invoice amount","Not Applicable","Not Applicable"
"EMPERIKAL2NDMO","Emperikal2ndMo","","Fixed Amount","","436.00","","One Time","","","","1","","","1","Active","","03-Mar-2021 15:02","EUR","Invoice amount","Not Applicable","Not Applicable"
"ENCA15","ENCA15","","Percentage","15.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:32","","Invoice amount","Not Applicable","Not Applicable"
"EOFIS_TR","Eofis_TR","Eofis_barter_SEOmonitor","Fixed Amount","","200.00","","Limited Period","24","","","","","","1","Active","","26-Apr-2018 13:30","EUR","Invoice amount","Not Applicable","Not Applicable"
"ETSTUR_59.96EUR","Etstur_59.96EUR","","Fixed Amount","","59.96","","One Time","","","","1","","","1","Expired","","04-Feb-2022 11:44","EUR","Invoice amount","Not Applicable","Not Applicable"
"EUR80UID28411","EUR 80 UID 28411","","Fixed Amount","","80.00","","One Time","","","","1","","13-Sep-2024 00:00","1","Expired","","12-Sep-2024 07:06","EUR","Invoice amount","Not Applicable","Not Applicable"
"EVOLUTED1ST","Evoluted1st","","Fixed Amount","","198.00","","One Time","","","","1","","","1","Active","","11-Aug-2021 16:02","EUR","Invoice amount","Not Applicable","Not Applicable"
"EVOLUTED2ND","Evoluted2nd","","Fixed Amount","","200.00","","One Time","","","","1","","","1","Expired","","14-Sep-2021 11:39","EUR","Invoice amount","Not Applicable","Not Applicable"
"EXTRA_DISCOUNT_DISTINCTLY","Extra_Discount_Distinctly","","Fixed Amount","","61.00","","Limited Period","12","12","Month","1","","07-Feb-2025 00:00","1","Expired","","05-Feb-2025 12:47","EUR","Invoice amount","Not Applicable","Not Applicable"
"EXTRATHOUGHTLEADER","Extra Thought Leader","","Fixed Amount","","250.00","","Limited Period","2","2","Month","3","","11-Dec-2024 00:00","3","Expired","","10-Dec-2024 08:15","EUR","Invoice amount","Not Applicable","Not Applicable"
"FERRYHOPPER_87.29","FerryHopper_87.29","","Fixed Amount","","87.29","","Limited Period","12","12","Month","1","","","1","Expired","","03-Oct-2025 11:31","EUR","Invoice amount","Not Applicable","Not Applicable"
"FIGHTCLUBDIGITAL-LOCAL","fightclubdigital-local","","Fixed Amount","","60.00","","Forever","","","","","","","1","Active","","09-Apr-2019 11:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"FlowEUSrchAwrds","FlowEUSrchAwrds","","Percentage","50.0","","","Limited Period","2","","","","","","2","Archived","10-Apr-2017 10:07","19-Jan-2017 17:32","","Invoice amount","Not Applicable","Not Applicable"
"FREE_AIS_22923","FREE_AIS_22923","","Fixed Amount","","204.00","","One Time","","","","1","","09-Oct-2025 00:00","1","Expired","","08-Oct-2025 12:33","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE_AIS#2_22923","FREE_AIS#2_22923","","Fixed Amount","","147.00","","Forever","","","","1","","22-Oct-2025 00:00","1","Expired","","21-Oct-2025 09:19","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE155445","Free 1 55445","","Fixed Amount","","1.00","","One Time","","","","1","","28-Feb-2024 00:00","1","Expired","","27-Feb-2024 14:13","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE200","FREE200","","Fixed Amount","","200.00","","One Time","","","","1","","24-Apr-2024 00:00","1","Expired","","23-Apr-2024 12:24","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE200-13681","FREE 200 - 13681","","Fixed Amount","","200.00","","One Time","","","","1","","10-Jun-2023 10:46","1","Expired","","09-Jun-2023 07:46","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE2MONTHS70550","FREE2months70550","","Fixed Amount","","250.00","","Limited Period","2","2","Month","1","","08-Feb-2025 00:00","1","Expired","","07-Feb-2025 13:22","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREE500-48865","FREE 500- 48865","","Fixed Amount","","500.00","","One Time","","","","1","","31-Jan-2024 00:00","1","Expired","","30-Jan-2024 10:35","USD","Invoice amount","Not Applicable","Not Applicable"
"FREE50FOREVER","FREE 50-FOREVER","","Fixed Amount","","50.00","","Forever","","","","1","","30-Apr-2024 00:00","1","Expired","","27-Feb-2024 10:41","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREEACCESSTL-83977","Free Access TL-83977","","Percentage","100.0","","","Forever","","","","","","","1","Active","","13-Aug-2025 13:25","","Invoice amount","Not Applicable","Not Applicable"
"FREEAI_SEARCH_79465","FREEai_search_79465","","Percentage","100.0","","","One Time","","","","1","","03-Sep-2025 00:00","1","Expired","","02-Sep-2025 07:30","","Each specified item","None","Specific"
"FREECOUPON","Free Coupon 43779","","Fixed Amount","","65.00","","Limited Period","2","2","Month","1","","26-Mar-2022 16:07","1","Expired","","25-Mar-2022 16:08","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREECOUPON22690","FREE Coupon 22690","","Fixed Amount","","200.00","","Limited Period","2","2","Month","1","","15-Jul-2023 00:00","1","Expired","","14-Jul-2023 09:38","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREECOUPON61939","FREE Coupon 61939","","Fixed Amount","","49.00","","Limited Period","2","2","Month","1","","29-Mar-2022 14:52","0","Expired","","28-Mar-2022 14:52","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREECOVERAGE69782","Free coverage 69782","","Fixed Amount","","209.00","","Limited Period","2","2","Month","1","","25-Jan-2023 10:49","1","Expired","","24-Jan-2023 10:49","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREECOVERAGE69782-BE","Free coverage 69782 - BE","","Fixed Amount","","359.00","","Limited Period","2","2","Month","1","","31-Jan-2023 15:43","1","Expired","","30-Jan-2023 15:43","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREEFORECAST68269","Free Forecast 68269","","Fixed Amount","","228.00","","Limited Period","2","2","Month","1","","25-Jan-2023 08:14","1","Expired","","24-Jan-2023 08:15","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREEMONTH78945","Freemonth78945","","Fixed Amount","","250.00","","One Time","","","","1","","31-Oct-2024 00:00","1","Expired","","30-Oct-2024 12:14","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREEPROPLAN-1MONTH","Free Pro Plan - 1 month","","Fixed Amount","","232.00","","One Time","","","","1","","05-Dec-2025 00:00","1","Expired","","04-Dec-2025 12:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"FREEPROPLAN-2NDMONTH","Free Pro Plan - 2nd month","","Fixed Amount","","232.00","","One Time","","","","1","","19-Dec-2025 00:00","1","Expired","","18-Dec-2025 09:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"GETSTARTED17","GetStarted17","","Percentage","50.0","","","Limited Period","1","","","","","28-Feb-2018 23:59","0","Active","","22-Feb-2017 09:15","","Invoice amount","Not Applicable","Not Applicable"
"GEZİMANYA","GEZİMANYA","","Percentage","50.0","","","One Time","","","","1","","","1","Active","","23-Aug-2017 10:55","","Invoice amount","Not Applicable","Not Applicable"
"GlobalDataCW-108","GlobalDataCW-108","","Fixed Amount","","108.00","","Forever","","","","","","31-Dec-2024 00:00","1","Expired","","11-Nov-2024 15:28","GBP","Each specified item","None","Specific"
"GORDONSEOCOUPON","Gordon SEO coupon","","Fixed Amount","","258.00","","Limited Period","1","1","Month","1","","03-Aug-2021 15:19","1","Active","","02-Aug-2021 15:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"goup_4m500","GoUp Discount","","Fixed Amount","","500.00","","Limited Period","4","","","","","","1","Active","","23-May-2018 15:53","EUR","Invoice amount","Not Applicable","Not Applicable"
"goup4m500","GoUp offer","","Fixed Amount","","400.00","","Limited Period","4","","","","","","1","Archived","23-May-2018 15:52","23-May-2018 15:48","EUR","Invoice amount","Not Applicable","Not Applicable"
"GRANITE100%","granite 100%","","Percentage","100.0","","","Limited Period","2","2","Month","1","","30-Jan-2026 00:00","1","Expired","","29-Jan-2026 13:26","","Invoice amount","Not Applicable","Not Applicable"
"GRANITE50%DISCOUNT","granite 50% discount","","Percentage","50.0","","","One Time","","","","1","","04-Dec-2025 00:00","1","Expired","","03-Dec-2025 16:57","","Invoice amount","Not Applicable","Not Applicable"
"GROUPM_TR_401","GroupM_TR_401","","Fixed Amount","","401.00","","Limited Period","3","3","Month","1","","","1","Expired","","10-Feb-2026 14:08","EUR","Invoice amount","Not Applicable","Not Applicable"
"GROUPM_TR_AIO100%","GroupM_TR_AIO100%","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","10-Feb-2026 14:37","","Each specified item","None","Specific"
"GROUPMTR","groupmtr","","Fixed Amount","","1000.00","","One Time","","","","1","","20-Jan-2024 00:00","1","Expired","","08-Jan-2024 15:31","EUR","Invoice amount","Not Applicable","Not Applicable"
"GYMSKARK-20EUR","Gymskark-20eur","","Fixed Amount","","20.00","","Limited Period","12","12","Month","1","","18-Mar-2025 00:00","1","Expired","","14-Mar-2025 15:03","EUR","Each specified item","Specific","None"
"Hallam","Hallam","Hallam","Fixed Amount","","1200.00","","Limited Period","5","","","1","","30-Apr-2021 19:58","1","Active","","25-Nov-2020 11:03","EUR","Invoice amount","Not Applicable","Not Applicable"
"HARVESTDIGITAL1WEEKOFF","Harvest Digital 1 week off","","Fixed Amount","","60.00","","One Time","","","","1","","17-May-2021 08:37","1","Active","","11-May-2021 08:38","EUR","Invoice amount","Not Applicable","Not Applicable"
"HEPSIBURADA2021","hepsiburada2021","","Fixed Amount","","1500.00","","Limited Period","2","2","Month","1","","","1","Active","","21-May-2021 15:11","EUR","Invoice amount","Not Applicable","Not Applicable"
"heroesofdigital_12m_155.58","HeroesOfDigital_12M_155.58","","Fixed Amount","","155.58","","Limited Period","12","12","Month","1","","05-Aug-2025 00:00","1","Expired","","31-Jul-2025 08:08","USD","Invoice amount","Not Applicable","Not Applicable"
"heroesofdigital_12m_185.58","HeroesOfDigital_12M_185.58","","Fixed Amount","","185.58","","Limited Period","12","12","Month","1","","05-Aug-2025 00:00","1","Expired","","31-Jul-2025 07:55","USD","Invoice amount","Not Applicable","Not Applicable"
"highcreative10","highcreative10","","Percentage","10.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:32","","Invoice amount","Not Applicable","Not Applicable"
"highcreative20","highcreative20","","Percentage","20.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:32","","Invoice amount","Not Applicable","Not Applicable"
"hollister_270.24","Hollister_270.24","","Fixed Amount","","270.24","","Limited Period","12","12","Month","1","","20-Aug-2025 00:00","1","Expired","","19-Aug-2025 14:43","USD","Invoice amount","Not Applicable","Not Applicable"
"hollister_314.24","Hollister_314.24","","Fixed Amount","","314.24","","Limited Period","12","12","Month","1","","20-Aug-2025 00:00","1","Expired","","19-Aug-2025 14:58","USD","Invoice amount","Not Applicable","Not Applicable"
"HONCHO100%","Honcho100%","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","23-Jan-2026 15:32","","Invoice amount","Not Applicable","Not Applicable"
"IDS18PROMO","IDS Consulting $18","","Percentage","25.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:33","","Invoice amount","Not Applicable","Not Applicable"
"IMOB100%","Imob100%","","Percentage","100.0","","","Limited Period","1","1","Month","1","","","1","Expired","","23-Dec-2025 14:37","","Invoice amount","Not Applicable","Not Applicable"
"IMPRESSIONDISCOUNT","Impression discount","Impression discount","Fixed Amount","","360.00","","Limited Period","2","","","2","","22-Dec-2020 16:02","1","Active","","16-Oct-2020 16:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"IMPRESSIONLOCALIZEDSITESDISCOUNT","Impression localized sites discount","","Fixed Amount","","790.00","","One Time","","","","1","","11-Jan-2021 14:59","1","Active","","22-Dec-2020 15:57","EUR","Invoice amount","Not Applicable","Not Applicable"
